Ticker,Name,GR_name,address,latitude,longitude,Price,Revenue T12M,ISIN,ICB Industry Name,ICB Sector Name,Registered Country Location,Total Water Withdrawal,Tot Wtr Dschgd:Y,Wtr Intens/Sls:Y,Wste Per Sls:Y,Engy Intens/Sls:Y,Energy Intensity per Assets,Wste Sent to Ldflls:Y,Waste Generated per Assets,GHG Scope 3:Y,GHG Scope 2:Y,GHG Scope 1:Y,Tot Wtr Use:Y,Waste Recycl:Y,Total Waste:Y,Energy Consump:Y,Wste Sent to Ldflls:Y
JCI UN Equity,Johnson Controls Inc,,"Denver, Colorado",39.7391536,-104.9847034,37.83,36483999744,US4783661071,Consumer Goods,Automobiles & Parts,US,,824.5900269,,13.07820034,142.594101,,,,37448.5,1538.22998,13.74699974,,,506.7669983,5525.379883,
KMB UN Equity,Kimberly-Clark Corp,,"Denver, Colorado",39.7391536,-104.9847034,136.65,18590999552,US4943681035,Consumer Goods,Personal Goods,US,,,4794.965332,63.90589905,852.6060181,,202.8600006,,,2712.679932,,94575.89844,236.9819946,1260.47998,16816.80078,202.8600006
PBI UN Equity,Pitney Bowes Inc,,"Denver, Colorado",39.7391536,-104.9847034,20.92,3578060032,US7244791007,Technology,Technology Hardware & Equipment,US,,,,,,,,,,,,,,,,
VRSK UW Equity,Verisk Analytics Inc,Valero Energy Corp. ,"Denver, Colorado",39.7391536,-104.9847034,78.27,2068009984,US92345Y1064,Industrials,Support Services,US,,,,,,,,,,,56.72200012,,,,,
WMB UN Equity,Williams Cos Inc/The,,"Des Moines, Iowa",41.5910641,-93.6037149,15.71,7360000128,US9694571004,Oil & Gas,"Oil Equipment, Services & Distribution",US,,,,,,,,,2272.991943,925.0380249,,,,,,
BWA UN Equity,BorgWarner Inc,Barrick Gold,"Detroit, Michigan",42.3486635,-83.0567375,34.05,8023200000,US0997241064,Consumer Goods,Automobiles & Parts,US,,,,,,,,,,,2329.810059,,,,,
TXT UN Equity,Textron Inc,TECO,"Detroit, Michigan",42.3486635,-83.0567375,36.87,13423000064,US8832031012,Industrials,Aerospace & Defense,US,,,,2.235199928,100.8813019,95.85963912,,2.123957487,,454,36500,,27.1201992,31.02039909,1400.030029,
PSA UN Equity,Public Storage,Principal Financial Group,"Downers Grove, Illinois",41.7946074,-88.0068999,273.83,2390226944,US74460D1090,Financials,Real Estate Investment Trusts,US,,,,,,,,,,,,,,,,
AWK UN Equity,American Water Works Co Inc,,"Dublin, Ireland",53.3497645,-6.2602732,69.8,3159405056,US0304201033,Utilities,"Gas, Water & Multiutilities",US,,,,,19312.88477,,,,,648.0670166,,,,,55561.02734,
BA UN Equity,Boeing Co/The,,"Dublin, Ireland",53.3497645,-6.2602732,127,96113999872,US0970231058,Industrials,Aerospace & Defense,US,,,102.0003967,,46.87139893,,,,,1104,29.7670002,6771.5,,,4060.139893,20.6439991
FLIR UW Equity,FLIR Systems Inc,,"Dublin, Ireland",53.3497645,-6.2602732,32.12,1557067008,US3024451011,Industrials,Aerospace & Defense,US,,,,,,,,,,,,,,,,
HCA UN Equity,HCA Holdings Inc,,"Dublin, Ireland",53.3497645,-6.2602732,78.84,39678000128,US40412C1018,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,,,,,,
MAC UN Equity,Macerich Co/The,,"Dublin, Ireland",53.3497645,-6.2602732,78.97,1288149024,US5543821012,Financials,Real Estate Investment Trusts,US,,,,32.10499954,625.7041016,52.70303965,,2.704206781,278.4909973,99.70200348,,,12.25199986,35.48400116,691.5576172,
PFE UN Equity,Pfizer Inc,,"Dublin, Ireland",53.3497645,-6.2602732,32.76,48850999296,US7170811035,Health Care,Pharmaceuticals & Biotechnology,US,,,824.5136719,3.056099892,,,20.29999924,,,660,321.8190002,40900,46.09999847,151.6000061,,20.29999924
SCG UN Equity,SCANA Corp,,"Dublin, Ireland",53.3497645,-6.2602732,69.53,4379999936,US80589M1027,Utilities,"Gas, Water & Multiutilities",US,,,,,,,,,,,14.65699959,,,,,
SRE UN Equity,Sempra Energy,,"Dublin, Ireland",53.3497645,-6.2602732,103.35,10230999808,US8168511090,Utilities,"Gas, Water & Multiutilities",US,,,,,,,,,2900,298,1041,,,,,
UNP UN Equity,Union Pacific Corp,,"Dublin, Ireland",53.3497645,-6.2602732,78,21813000192,US9078181081,Industrials,Industrial Transportation,US,,,329.8262024,45.85630035,2017.675659,,847,,19.97699928,816.2189941,120,7911.871582,0.122500002,1100,48400,847
XRX UN Equity,Xerox Corp,,"Dublin, Ireland",53.3497645,-6.2602732,10.89,18045000704,US9841211033,Industrials,Support Services,US,1444,1535,73.89969635,2.27940011,44.88100052,31.70778795,1.399999976,1.610384009,12,114,,1444,32.15599823,44.54000092,876.973999,1.399999976
FMC UN Equity,FMC Corp,,"Dublin, Ohio",40.0992294,-83.1140771,36.9,3276500032,US3024913036,Basic Materials,Chemicals,US,,,5531.382324,7.639100075,2129.27124,,,,,,148,21433,8.260000229,29.60000038,8250.5,
CHD UN Equity,Church & Dwight Co Inc,,"Dulles, Virginia",38.955855,-77.447819,93.92,3394800064,US1713401024,Consumer Goods,Household Goods & Home Construction,US,,752.2979736,542.7792969,12.86849976,139.1687927,,,,,,,1733.800049,11.15200043,41.10599899,444.5469971,
HUM UN Equity,Humana Inc,,"Eden Prairie, MN",44.8450875,-93.42369397,172.58,54289000448,US4448591028,Health Care,Health Care Equipment & Services,US,,,,0.200599998,1.992599964,,2.512000084,,32.42599869,130.9830017,,,5.68900013,8.288999557,82.32219696,2.512000084
DUK UN Equity,Duke Energy Corp,,"El Dorado, Arkansas",33.20763,-92.6662674,79.29,23458999808,US26441C2044,Utilities,"Gas, Water & Multiutilities",US,,,14715.10938,3.573199987,19255.63281,,23.63999939,,,,,352059,60.69789886,85.48999786,460691,23.63999939
CXO UN Equity,Concho Resources Inc,,"El Segundo, California",33.911731,-118.3836804,103.13,2436489024,US20605P1012,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,,21.15500069,,,,,
NFX UN Equity,Newfield Exploration Co,,"Elmwood Park, New Jersey",32.88101605,-117.2311636,32.85,2062000000,US6512901082,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,34.5,257.0610046,,,,,
XEC UN Equity,Cimarex Energy Co,,"Englewood, Colorado",39.647765,-104.98776,99.01,1452619008,US1717981013,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,,,,,,,
K UN Equity,Kellogg Co,,"Ewing, New Jersey",40.2701461,-74.7781509,77.11,13524999936,US4878361082,Consumer Goods,Food Producers,US,,,884.7736816,,262.5364075,,19.32999992,,,,11.90799999,12900,,,3827.780029,19.32999992
CB UN Equity,Chubb Ltd,,"Fairfield, Connecticut",41.15967565,-73.257403,117.63,18992000000,CH0044328745,Financials,Nonlife Insurance,CH,,,,,,,,,13.79100037,40.70199966,2015,,,,,
KIM UN Equity,Kimco Realty Corp,,"Fairfield, Ohio",39.7886111,-82.6418883,28.09,1166769024,US49446R1095,Financials,Real Estate Investment Trusts,US,,,6083.618652,313.9610901,141.1766052,,251.7330017,,127.8649979,62.79999924,,6046.490234,60.31200027,312.0450134,140.3150024,251.7330017
MS UN Equity,Morgan Stanley,,"Falls Church, Virginia",38.882334,-77.1710914,23.72,37896999424,US6174464486,Financials,Financial Services,US,,,,,21.00149918,0.994461683,,,117.3219986,295.9719849,,,,,797.0709839,
OKE UN Equity,ONEOK Inc,,"Falls Church, Virginia",38.882334,-77.1710914,28.95,7763206016,US6826801036,Utilities,"Gas, Water & Multiutilities",US,,,,,,,,,43800,,,,,,,
EQIX UW Equity,Equinix Inc,,"Federal Way, Washington",47.322322,-112.312622,325.81,2725867072,US29444U7000,Financials,Real Estate Investment Trusts,US,,,,,,,,,,,215.1535034,,,,,
WEC UN Equity,WEC Energy Group Inc,Walgreens Boots Alliance,"Ferguson, Missouri",38.7442175,-90.3053915,58.91,5926100096,US92939U1060,Utilities,"Gas, Water & Multiutilities",US,,2940000,,2.694999933,,,,,,581,,,8.93999958,13.46700001,,
NLSN UN Equity,Nielsen Holdings PLC,,"Findlay, Ohio",41.0413873,-83.6503982,52.29,6172000128,GB00BWFY5505,Consumer Services,Media,GB,,,,,,,,,,,17200,,,,,
CCI UN Equity,Crown Castle International Corp,,"Florham Park, New Jersey",40.787878,-74.388207,86.77,3704381056,US22822V1017,Financials,Real Estate Investment Trusts,US,,,,,,,,,,,,,,,,
BMY UN Equity,Bristol-Myers Squibb Co,,"Fort Lauderdale, Florida",26.1223084,-80.1433786,66.28,16560000000,US1101221083,Health Care,Pharmaceuticals & Biotechnology,US,,,,2.153800011,183.6809998,,,,36.59999847,235,,,12.5,34.20000076,2916.669922,
LLY UN Equity,Eli Lilly & Co,,"Fort Lauderdale, Florida",26.1223084,-80.1433786,74.59,19958700032,US5324571083,Health Care,Pharmaceuticals & Biotechnology,US,,,688.2277222,14.88609982,160.372406,,17.5,,217,1100,81,13400,176.1999969,242,3175.199951,17
GM UN Equity,General Motors Co,,"Fort Worth, Texas",32.753177,-97.3327459,29.42,1.52E+11,US37045V1008,Consumer Goods,Automobiles & Parts,US,41983,45300,388.5960999,15.39799976,137.1264954,120.4612932,300,13.52668436,325904,5751.939941,41763,60593.39844,2040,2401,21382,300
GILD UW Equity,Gilead Sciences Inc,,"Fort Worth, Texas",32.753177,-97.3327459,95.57,32638999552,US3755581036,Health Care,Pharmaceuticals & Biotechnology,US,,,,,,,,,,34.56700134,,,,,,
TSO UN Equity,Tesoro Corp,Target,"Fort Worth, Texas",32.753177,-97.3327459,81.82,28711000064,US8816091016,Oil & Gas,Oil & Gas Producers,US,,26923.58594,,2.238100052,1158.46228,,,,,457.7099915,,,,90.94000244,47071.80078,
UPS UN Equity,United Parcel Service Inc,Tyson Foods,"Foster City, California",37.5600336,-122.2688522,103.99,58362998784,US9113121068,Industrials,Industrial Transportation,US,,,87.92420197,4.591400146,843.2357178,,77.40100098,,14940,870,22.2859993,5120,186.5390015,267.3649902,49103.30078,77.40100098
NFLX UW Equity,Netflix Inc,,"Framingham, Massachusetts",42.279286,-71.416156,104.45,6779510912,US64110L1061,Consumer Services,General Retailers,US,,,,,,,,,,,101.2220001,,,,,
PFG UN Equity,Principal Financial Group Inc,,"Framingham, Massachusetts",42.279286,-71.416156,38.69,11964400128,US74251V1026,Financials,Life Insurance,US,,,,,,,,,,,50.74599838,,,,,
CA UW Equity,CA Inc,,"Franklin Lakes, New Jersey",41.0167639,-74.2057012,30.07,4039000000,US12673P1057,Technology,Software & Computer Services,US,117.0599976,,27.4659996,22.23430061,33.48429871,12.9984522,102.5,,24.04999924,53.49000168,,117.0599976,,102.5,142.7100067,102.5
FSLR UW Equity,First Solar Inc,,"Fremont, California",37.5482697,-121.9885719,61.26,3578995040,US3364331070,Oil & Gas,Alternative Energy,US,2820,1410,831.5671997,6.351799965,179.5335999,90.58663673,,3.204884654,,320.302002,,2820,16.48999977,21.54000092,608.8319702,
PPG UN Equity,PPG Industries Inc,,"Gillingham, United Kingdom",51.36636295,0.611266234,110.61,15330000128,US6935061076,Basic Materials,Chemicals,US,,388000,31823.56445,26.49500084,1708.037354,,,,,1800,,430000,,358,23079,
CCL UN Equity,Carnival Corp,,"Glendale, California",34.1423455,-118.2483671,51.18,15835000064,PA1436583006,Consumer Services,Travel & Leisure,PA,,25458.90039,1613.737061,30.06609917,2294.781006,,,,43.10499954,66.2460022,439,25632.59961,128.9570007,477.5700073,36450.30078,
CERN UW Equity,Cerner Corp,,"Glendale, California",34.1423455,-118.2483671,55.98,4425267008,US1567821046,Technology,Software & Computer Services,US,,,,,,,,,,,15460.14648,,,,,
AET UN Equity,Aetna Inc,,"Glenview, Illinois",42.0700662,-87.8114044,110.28,60336499712,US00817Y1082,Health Care,Health Care Equipment & Services,US,,,,,,,,,,62.98500061,,,,,,
HON UN Equity,Honeywell International Inc,,"Glenview, Illinois",42.0700662,-87.8114044,111.67,38580999168,US4385161066,Industrials,General Industrials,US,,,,,286.7461853,,,,,1756.275146,,,,,10800.29492,
EQR UN Equity,Equity Residential,,"Golden Valley, Minnesota",45.0020097,-93.3585273,73.9,2744965056,US29476L1070,Financials,Real Estate Investment Trusts,US,,,,,,,,,,,284,,,,,
SNA UN Equity,Snap-on Inc,Sempra Energy,"Goodlettsville, Tennessee",36.3231067,-86.7133302,155.29,3593099968,US8330341012,Consumer Goods,Household Goods & Home Construction,US,,,,,,,,,,,,,,,,
WFM UW Equity,Whole Foods Market Inc,,"Grapevine, Texas",32.9342919,-97.0780654,30.6,15546000384,US9668371068,Consumer Services,Food & Drug Retailers,US,,,,,,,,,,,,,,,,
LRCX UW Equity,Lam Research Corp,,"Greensboro, North Carolina",36.072635,-79.791975,81.22,5900279936,US5128071082,Technology,Technology Hardware & Equipment,US,,,,,,,,,,,,,,,,
TSCO UW Equity,Tractor Supply Co,Tiffany & Co.,"Greensboro, North Carolina",36.072635,-79.791975,87.31,6226507136,US8923561067,Consumer Services,General Retailers,US,,,,,,,,,,,27400,,,,,
AVB UN Equity,AvalonBay Communities Inc,,"Hamilton, Bermuda",32.294816,-64.781375,187.94,1856026016,US0534841012,Financials,Real Estate Investment Trusts,US,,,7094.141602,,287.5848083,30.02358471,,,,67.09899902,263.3240051,11954.09961,,,484.5979919,
SIG UN Equity,Signet Jewelers Ltd,Schlumberger,"Hamilton, Bermuda",32.294816,-64.781375,116.07,6550199936,BMG812761002,Consumer Services,General Retailers,BM,,,,,,,,,,,39.04899979,,,,,
GE UN Equity,General Electric Co,,"Harrison, New York",41.0307962,-73.7189266,30.63,1.25E+11,US3696041033,Industrials,General Industrials,US,,,729.0604248,3.170900106,124.9076996,,159.0899963,,16120,3019,,84867,84.38999939,369.1099854,14540,159.0899963
CF UN Equity,CF Industries Holdings Inc,,"Hartford, Connecticut",41.763711,-72.685093,29.19,4308300096,US1252691001,Basic Materials,Chemicals,US,,,,,,,,,,,7.360000134,,,,,
DVA UN Equity,DaVita HealthCare Partners Inc,,"Hartford, Connecticut",41.763711,-72.685093,73.95,13781837056,US23918K1088,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,23.09900093,,,,,
DD UN Equity,EI du Pont de Nemours & Co,,"Hartford, Connecticut",41.763711,-72.685093,62.81,27938999808,US2635341090,Basic Materials,Chemicals,US,,,3883.495117,15.46409988,957.484375,,369.9100037,,3100,2659.27002,18.70599937,130800,,439.2739868,27198.30078,369.9100037
ROK UN Equity,Rockwell Automation Inc,,"Hershey, Pennsylvania",40.2854881,-76.6506001,110.98,6160099968,US7739031091,Industrials,Industrial Engineering,US,,,52.81169891,2.219399929,11.71640015,,1,2.185894734,183.0399933,93.36399841,92.7519989,333.131012,13,14,50.76150131,1
ICE UN Equity,Intercontinental Exchange Inc,,"Highlands Ranch, Colorado",39.2908608,-104.973933,234.51,3338000000,US45866F1049,Financials,Financial Services,US,,,,,,,,,,,,,,,,
EA UW Equity,Electronic Arts Inc,,"Hillsboro, Oregon",45.5228939,-122.989827,63.93,4273000000,US2855121099,Consumer Goods,Leisure Goods,US,,,,,,,,,,,4.529200077,,,,,
WHR UN Equity,Whirlpool Corp,,"Hopkinton, Massachusetts",42.2287065,-71.5225638,180.44,20891000320,US9633201069,Consumer Goods,Household Goods & Home Construction,US,,3893.61499,284.3699951,20.22290039,118.596199,,41.64400101,,130472.8359,559.767395,41.16799927,5651,395.6440125,401.8699951,2356.744141,41.64400101
AES UN Equity,AES Corp/VA,,"Houston, Texas",29.7589382,-95.3676974,10.86,14962999808,US00130H1059,Utilities,Electricity,US,,6219280,,437.8497009,,,,,2922,576,34185.30078,,2890.337891,7507.371094,,
AIZ UN Equity,Assurant Inc,,"Houston, Texas",29.7589382,-95.3676974,77.09,10325494016,US04621X1081,Financials,Life Insurance,US,,,,,,,,,,,2.711999893,,,,,
ADP UW Equity,Automatic Data Processing Inc,,"Houston, Texas",29.7589382,-95.3676974,89.8,11247200000,US0530151036,Industrials,Support Services,US,,,,,,,,,,20.46299934,,,,,,
BBT UN Equity,BB&T Corp,,"Houston, Texas",29.7589382,-95.3676974,32.44,10346000128,US0549371070,Financials,Banks,US,,,,,,,,,,90.30999756,404.3370056,,,,,
COF UN Equity,Capital One Financial Corp,BG Group,"Houston, Texas",29.7589382,-95.3676974,66.58,25038000128,US14040H1059,Financials,Financial Services,US,,,43.4353981,,18.9382,1.466857215,,,29.55699921,232.7030029,8524,1036.76001,,,452.0369873,
CTL UN Equity,CenturyLink Inc,,"Houston, Texas",29.7589382,-95.3676974,31.87,17899999744,US1567001060,Telecommunications,Fixed Line Telecommunications,US,2044,,113.3602982,2.322099924,256.9111938,,,,,2080.179932,360.6279907,2044,5.820000172,16.35099983,4721,
DLPH UN Equity,Delphi Automotive PLC,,"Houston, Texas",29.7589382,-95.3676974,71.2,15164999936,JE00B783TY65,Consumer Goods,Automobiles & Parts,JE,,,,,,,,,,,3520,,,,,
DO UN Equity,Diamond Offshore Drilling Inc,,"Houston, Texas",29.7589382,-95.3676974,20.28,2419393024,US25271C1027,Oil & Gas,"Oil Equipment, Services & Distribution",US,,,,,,,,,,,17784.22656,,,,,
EQT UN Equity,EQT Corp,,"Houston, Texas",29.7589382,-95.3676974,65.13,2039698016,US26884L1098,Oil & Gas,Oil & Gas Producers,US,,,2574.658936,,41.99039841,,,,2578.308105,,171,6174.632324,,,78.18669891,
ESRX UW Equity,Express Scripts Holding Co,,"Houston, Texas",29.7589382,-95.3676974,70.05,1.02E+11,US30219G1085,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,,,,,,
HAL UN Equity,Halliburton Co,,"Houston, Texas",29.7589382,-95.3676974,36.25,23632999936,US4062161017,Oil & Gas,"Oil Equipment, Services & Distribution",US,,,66291.45313,1.590499997,1021.569824,,,,67.6309967,317,982.3040161,2179000,,52.27999878,33579,
HIG UN Equity,Hartford Financial Services Group Inc/Th,,"Houston, Texas",29.7589382,-95.3676974,45.12,18376999936,US4165151048,Financials,Nonlife Insurance,US,,2005.000122,222.5245056,,11.15970039,,,,54.9090004,51.26499939,,4600.25,1.70599997,,230.7050018,
HCP UN Equity,HCP Inc,,"Houston, Texas",29.7589382,-95.3676974,34.04,2544312000,US40414L1098,Financials,Real Estate Investment Trusts,US,,,1348.249146,9.120200157,273.4151001,,18.80879974,,,254.3099976,271.3599854,5605.680176,3.77850008,34.34999847,868.8439941,30.57150078
IPG UN Equity,Interpublic Group of Cos Inc/The,,"Houston, Texas",29.7589382,-95.3676974,22.76,7613799936,US4606901001,Consumer Services,Media,US,,,,,,,,,,,2352.25,,,,,
KEY UN Equity,KeyCorp,,"Houston, Texas",29.7589382,-95.3676974,10.66,4502000064,US4932671088,Financials,Banks,US,,,113.7645035,1.397799969,46.55369949,2.158951629,1.710999966,0.064825574,14.41300011,62.69400024,,534.3519897,5.091899872,6.081999779,202.5549927,1.710999966
NWSA UW Equity,News Corp,,"Houston, Texas",29.7589382,-95.3676974,12.59,8377999872,US65249B1098,Consumer Services,Media,US,,,,,,,,,,,12.02900028,,,,,
NSC UN Equity,Norfolk Southern Corp,,"Houston, Texas",29.7589382,-95.3676974,80.1,10511000064,US6558441084,Industrials,Industrial Transportation,US,,2629.092285,,32.95489883,2735.08252,957.608422,67.16999817,11.53819257,6.93900013,266.8150024,7549.870117,,314.1159973,383.0679932,31792.59961,67.16999817
OMC UN Equity,Omnicom Group Inc,,"Houston, Texas",29.7589382,-95.3676974,82.91,15134399744,US6819191064,Consumer Services,Media,US,,,,,16.66740036,,,,157,88,,,,,237,
PXD UN Equity,Pioneer Natural Resources Co,,"Houston, Texas",29.7589382,-95.3676974,141.78,4017999872,US7237871071,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,,,,,,,
SLB UN Equity,Schlumberger Ltd,,"Houston, Texas",29.7589382,-95.3676974,72.01,35473999360,AN8068571086,Oil & Gas,"Oil Equipment, Services & Distribution",CW,,,67.92919922,8.439700127,194.5245056,,,,1191,747,,3300,25,410,9450,
THC UN Equity,Tenet Healthcare Corp,Sysco Corp.,"Houston, Texas",29.7589382,-95.3676974,28.53,18638000128,US88033G4073,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,,,,,,
XL UN Equity,XL Group PLC,Wynn Resorts,"Houston, Texas",29.7589382,-95.3676974,35.43,9263996160,IE00B5LRLL25,Financials,Nonlife Insurance,IE,,,,,,,,,,,,,,,,
AON UN Equity,Aon PLC,,"Indianapolis, Indiana",39.7683331,-86.1583502,101.03,11682000128,GB00B5BT0K07,Financials,Nonlife Insurance,GB,,,,,,,,,,,,,,,,
MPC UN Equity,Marathon Petroleum Corp,,"Indianapolis, Indiana",39.7683331,-86.1583502,37.46,64359001088,US56585A1025,Oil & Gas,Oil & Gas Producers,US,,,,6.013299942,1167.84436,,,,,6100,,,261,548,106428,
PRU UN Equity,Prudential Financial Inc,GR_name,"Indianapolis, Indiana",39.7683331,-86.1583502,70.01,57118999552,US7443201022,Financials,Life Insurance,US,,,5.607200146,,3.249900103,,,,11.94499969,67.06999969,,303.3760071,,,175.8350067,
WY UN Equity,Weyerhaeuser Co,,"Indianapolis, Indiana",39.7683331,-86.1583502,30.79,7082000000,US9621661043,Financials,Real Estate Investment Trusts,US,,144927,26449.00781,1336.65271,4778.468262,,193.651001,,,1280,445,195802,8.616800308,9895.240234,35375,193.651001
GRMN UW Equity,Garmin Ltd,,"Irvine, California",33.6431901,-117.8401648,39.57,2820272000,CH0114405324,Technology,Technology Hardware & Equipment,CH,,,,,,,,,,,,,,,,
VFC UN Equity,VF Corp,,"Irvine, California",33.6431901,-117.8401648,64.01,12376743936,US9182041080,Consumer Goods,Personal Goods,US,,,255.7725067,6.129799843,72.97360229,,27.55800056,,23.65099907,178.7830048,,2920.831787,41.59000015,70,833.333313,27.55800056
AMAT UW Equity,Applied Materials Inc,,"Irving, Texas",32.8629195,-96.97917017,20.8,9556999680,US0382221051,Technology,Technology Hardware & Equipment,US,,,62.47840118,1.328699946,56.45940018,,4.320000172,,20.27499962,143.095993,,566.8040161,7.276000023,12.0539999,512.2000122,4.320000172
CBG UN Equity,CBRE Group Inc,,"Irving, Texas",32.8629195,-96.97917017,28.04,10855810048,US12504L1098,Financials,Real Estate Investment & Services,US,,,,,22.83779907,27.30968811,,,,30.60499954,13.58300018,,,,206.6799927,
ROP UN Equity,Roper Technologies Inc,,"Irving, Texas",32.8629195,-96.97917017,176.56,3582395008,US7766961061,Industrials,Electronic & Electrical Equipment,US,,,,,,,,,,,,,,,,
ROST UW Equity,Ross Stores Inc,Republic Services Inc,"Irving, Texas",32.8629195,-96.97917017,56.7,11939998976,US7782961038,Consumer Services,General Retailers,US,,,,,,,,,,,,,,,,
STI UN Equity,SunTrust Banks Inc,Staples Inc.,"Irving, Texas",32.8629195,-96.97917017,35.35,8532000000,US8679141031,Financials,Banks,US,,,,,,,,,,,14443.59961,,,,,
EMR UN Equity,Emerson Electric Co,,"Islandia, New York",40.8042649,-73.1690019,52.87,21430000128,US2910111044,Industrials,Electronic & Electrical Equipment,US,,,,,,,,,,,,,,,,
PVH UN Equity,PVH Corp,,"Issaquah, Washington",47.5348778,-122.0432974,95.22,8020299904,US6936561009,Consumer Goods,Personal Goods,US,,,0.0103,1.221899986,5.448900223,,1.336300015,0.930235864,,83.26509857,391.8479919,0.084899999,8.479100227,10.06970024,25.26580048,1.336300015
LOW UN Equity,Lowe's Cos Inc,,"Jackson, Michigan",42.2465036,-84.4016963,75.35,59073000448,US5486611073,Consumer Services,General Retailers,US,,,,,,,300.4339905,,,2960,,,395.4670105,,,300.4339905
FAST UW Equity,Fastenal Co,,"Jacksonville, Florida",30.3321838,-81.655651,46.72,3869187008,US3119001044,Industrials,Support Services,US,,,,,,,,,,,13450.90039,,,,,
PCG UN Equity,PG&E Corp,,"Jacksonville, Florida",30.3321838,-81.655651,58.75,16833000192,US69331C1080,Utilities,Electricity,US,3229160,570.4799805,188880.0469,3.429199934,1045.412476,297.1393818,0.504000008,0.974675295,52630,1204.709961,5212.604004,3227960,8.427000046,58.60430145,17866.09961,0.504000008
FRT UN Equity,Federal Realty Investment Trust,,"Jersey City, New Jersey",40.728,-74.0776,155.86,744012000,US3137472060,Financials,Real Estate Investment Trusts,US,,,,,,,,,,,487.0820007,,,,,
HOT UN Equity,Starwood Hotels & Resorts Worldwide Inc,Southwestern Energy,"Juno Beach, Florida",26.8797819,-80.0533743,78.17,5762999936,US85590A4013,Consumer Services,Travel & Leisure,US,,,13551.36133,,996.9078979,688.82088,,,1331.349976,2450.199951,47752.19922,81077.79688,,,5964.5,
REGN UW Equity,Regeneron Pharmaceuticals Inc,Quest Diagnostics Inc,"Kalamazoo, Michigan",42.291707,-85.587229,418.48,4103728064,US75886F1075,Health Care,Pharmaceuticals & Biotechnology,US,,,,,,,,,,,,,,,,
AMP UN Equity,Ameriprise Financial Inc,,"Kansas City, Missouri",39.0844687,-94.5630298,91.04,12200000000,US03076C1062,Financials,Financial Services,US,,,,,,,,,,,,,,,,
LMT UN Equity,Lockheed Martin Corp,,"Kansas City, Missouri",39.0844687,-94.5630298,226.48,46131999744,US5398301094,Industrials,Aerospace & Defense,US,,,124.4428024,,57.38840103,,13462.7998,,621.7999878,866.684021,,4334.490234,,23.98399925,2543.300049,6.10559988
WAT UN Equity,Waters Corp,Walmart,"Kenosha, Wisconsin",42.584743,-87.821185,130.15,2042331968,US9418481035,Health Care,Health Care Equipment & Services,US,,,,,52.74459839,,,,6.065999985,21.29800034,25.56299973,,,,97.63999939,
DFS UN Equity,Discover Financial Services,,"King of Prussia, Pennsylvania",40.101286,-75.383553,50.26,10002000384,US2547091080,Financials,Financial Services,US,,,,,,,,,,,9.600000381,,,,,
TYC UN Equity,Tyco International Plc,Tractor Supply Company,"Kingsport, Tennessee",36.5484341,-82.5618186,35.05,9800000000,IE00BQRQXQ92,Industrials,Support Services,IE,,,28.63969994,0.871200025,,,,,,,,295.9054871,,9.001000404,,
AMT UN Equity,American Tower Corp,,"Lake Forest, Illinois",42.2586,-87.8406,105,4771516032,US03027X1000,Financials,Real Estate Investment Trusts,US,,,,,,,,,,,7.90899992,,,,,
QRVO UW Equity,Qorvo Inc,Prologis,"Lake Forest, Illinois",42.2586,-87.8406,48.73,1710966016,US74736K1016,Technology,Technology Hardware & Equipment,US,,,,,,,,,,,97.73500061,,,,,
CFG UN Equity,Citizens Financial Group Inc,,"Las Vegas, Nevada",36.1699,-115.13983,20.79,5276000000,US1746101054,Financials,Banks,US,,,,,,,,,,,57111.80078,,,,,
IRM UN Equity,Iron Mountain Inc,,"Little Canada, Minnesota",45.02681,-93.08772,32.28,3007976064,US46284V1017,Financials,Real Estate Investment Trusts,US,,,,,173.6963959,,,,17.02499962,162.1029968,8793,,,,525.3660278,
UA UN Equity,Under Armour Inc,,"London, United Kingdom",51.507,-0.127758,44.41,3963313024,US9043111072,Consumer Goods,Personal Goods,US,,,,,,,,,,,,,,,,
SWKS UW Equity,Skyworks Solutions Inc,Seagate Technology,"Long Beach, California",33.7774658,-118.1884871,77.31,3379699968,US83088M1027,Technology,Technology Hardware & Equipment,US,,,,,,,,,,,33.15200043,,,,,
GD UN Equity,General Dynamics Corp,,"Los Angeles, California",34.07088865,-118.4467319,131.39,31468999680,US3695501086,Industrials,Aerospace & Defense,US,,,,,,,,,,,34.65399933,,,,,
MU UW Equity,Micron Technology Inc,,"Los Angeles, California",34.07088865,-118.4467319,10.51,13737000192,US5951121038,Technology,Technology Hardware & Equipment,US,,,,,,,,,,,10400,,,,,
TGNA UN Equity,TEGNA Inc,,"Los Gatos, California",37.226611,-121.9746797,22.47,4606507072,US87901J1051,Consumer Services,Media,US,,,,,,,,,,,,,,,,
